SEarticles,word,n,total,tf,idf,tf_idf
Southeast Article 12,people,5,1147,0.004359198,0.405465108,0.001767503
Southeast Article 12,self,5,1147,0.004359198,2.708050201,0.011804927
Southeast Article 12,too,5,1147,0.004359198,1.098612289,0.004789068
Southeast Article 12,with,5,1147,0.004359198,0.223143551,0.000972727
Southeast Article 12,x,5,1147,0.004359198,2.708050201,0.011804927
Southeast Article 13,author,5,913,0.005476451,1.609437912,0.008814008
Southeast Article 13,be,5,913,0.005476451,0,0
Southeast Article 13,but,5,913,0.005476451,0,0
Southeast Article 13,how,5,913,0.005476451,0.405465108,0.00222051
Southeast Article 13,lot,5,913,0.005476451,1.098612289,0.006016497
Southeast Article 13,scientists,5,913,0.005476451,0.762140052,0.004173823
Southeast Article 13,they,5,913,0.005476451,0.143100844,0.000783685
Southeast Article 13,which,5,913,0.005476451,0.405465108,0.00222051
Southeast Article 14,2012,5,671,0.007451565,2.014903021,0.01501418
Southeast Article 14,chinese,5,671,0.007451565,2.014903021,0.01501418
Southeast Article 14,global,5,671,0.007451565,0.143100844,0.001066325
Southeast Article 14,it's,5,671,0.007451565,0.223143551,0.001662769
Southeast Article 14,joke,5,671,0.007451565,2.708050201,0.020179212
Southeast Article 14,they,5,671,0.007451565,0.143100844,0.001066325
Southeast Article 14,warming,5,671,0.007451565,0.223143551,0.001662769
Southeast Article 15,all,5,1985,0.002518892,0.510825624,0.001286714
Southeast Article 15,assessment,5,1985,0.002518892,2.014903021,0.005075322
Southeast Article 15,chapter,5,1985,0.002518892,2.708050201,0.006821285
Southeast Article 15,cities,5,1985,0.002518892,2.708050201,0.006821285
Southeast Article 15,could,5,1985,0.002518892,0.405465108,0.001021323
Southeast Article 15,damages,5,1985,0.002518892,1.32175584,0.00332936
Southeast Article 15,more,5,1985,0.002518892,0.143100844,0.000360456
Southeast Article 15,northern,5,1985,0.002518892,2.708050201,0.006821285
Southeast Article 15,their,5,1985,0.002518892,0.143100844,0.000360456
Southeast Article 15,these,5,1985,0.002518892,0.628608659,0.001583397
Southeast Article 15,this,5,1985,0.002518892,0.068992871,0.000173786
Southeast Article 15,TRUE,5,1985,0.002518892,0.916290732,0.002308037
Southeast Article 15,when,5,1985,0.002518892,0.510825624,0.001286714
Southeast Article 15,which,5,1985,0.002518892,0.405465108,0.001021323
Southeast Article 2,has,5,700,0.007142857,0.068992871,0.000492806
Southeast Article 2,if,5,700,0.007142857,0.310154928,0.002215392
Southeast Article 2,is,5,700,0.007142857,0,0
Southeast Article 2,media,5,700,0.007142857,0.510825624,0.003648754
Southeast Article 3,activists,5,768,0.006510417,2.708050201,0.017630535
Southeast Article 3,or,5,768,0.006510417,0.143100844,0.000931646
Southeast Article 4,by,5,1151,0.004344049,0,0
Southeast Article 4,campaign,5,1151,0.004344049,2.014903021,0.008752837
Southeast Article 4,city's,5,1151,0.004344049,2.014903021,0.008752837
Southeast Article 4,emissions,5,1151,0.004344049,1.098612289,0.004772425
Southeast Article 4,government,5,1151,0.004344049,0.916290732,0.003980412
Southeast Article 4,st,5,1151,0.004344049,2.014903021,0.008752837
Southeast Article 5,claims,5,885,0.005649718,1.32175584,0.007467547
Southeast Article 5,from,5,885,0.005649718,0,0
Southeast Article 5,online,5,885,0.005649718,2.014903021,0.011383633
Southeast Article 5,u.s,5,885,0.005649718,0.762140052,0.004305876
Southeast Article 5,who,5,885,0.005649718,0.405465108,0.002290763
Southeast Article 6,be,5,684,0.007309942,0,0
Southeast Article 6,resilience,5,684,0.007309942,1.609437912,0.011764897
Southeast Article 6,we,5,684,0.007309942,0,0
Southeast Article 7,an,5,1582,0.003160556,0.143100844,0.000452278
Southeast Article 7,are,5,1582,0.003160556,0.143100844,0.000452278
Southeast Article 7,carbon,5,1582,0.003160556,0.762140052,0.002408787
Southeast Article 7,concerned,5,1582,0.003160556,2.014903021,0.006368214
Southeast Article 7,house,5,1582,0.003160556,1.098612289,0.003472226
Southeast Article 7,president,5,1582,0.003160556,0.916290732,0.002895988
Southeast Article 7,that's,5,1582,0.003160556,0.916290732,0.002895988
Southeast Article 7,their,5,1582,0.003160556,0.143100844,0.000452278
Southeast Article 7,whether,5,1582,0.003160556,1.32175584,0.004177484
Southeast Article 7,with,5,1582,0.003160556,0.223143551,0.000705258
Southeast Article 7,years,5,1582,0.003160556,0.510825624,0.001614493
Southeast Article 8,about,5,680,0.007352941,0.310154928,0.002280551
Southeast Article 8,has,5,680,0.007352941,0.068992871,0.000507301
Southeast Article 8,hurricane,5,680,0.007352941,1.098612289,0.008078032
Southeast Article 8,it,5,680,0.007352941,0,0
Southeast Article 8,viral,5,680,0.007352941,2.708050201,0.019912134
Southeast Article 8,was,5,680,0.007352941,0.143100844,0.001052212
Southeast Article 8,we,5,680,0.007352941,0,0
Southeast Article 9,change,5,680,0.007352941,0,0
Southeast Article 9,doe,5,680,0.007352941,2.708050201,0.019912134
Southeast Article 9,facilities,5,680,0.007352941,2.708050201,0.019912134
Southeast Article 9,has,5,680,0.007352941,0.068992871,0.000507301
Southeast Article 9,operations,5,680,0.007352941,2.708050201,0.019912134
Southeast Article 9,will,5,680,0.007352941,0.310154928,0.002280551
Southeast Article 1,3,4,1932,0.002070393,2.014903021,0.004171642
Southeast Article 1,atmospheric,4,1932,0.002070393,1.609437912,0.00333217
Southeast Article 1,believe,4,1932,0.002070393,1.098612289,0.00227456
Southeast Article 1,billion,4,1932,0.002070393,2.708050201,0.005606729
Southeast Article 1,continue,4,1932,0.002070393,1.32175584,0.002736555
Southeast Article 1,data,4,1932,0.002070393,1.32175584,0.002736555
Southeast Article 1,declined,4,1932,0.002070393,2.708050201,0.005606729
Southeast Article 1,development,4,1932,0.002070393,1.609437912,0.00333217
Southeast Article 1,effect,4,1932,0.002070393,1.098612289,0.00227456
Southeast Article 1,evidence,4,1932,0.002070393,1.098612289,0.00227456
Southeast Article 1,expanding,4,1932,0.002070393,2.708050201,0.005606729
Southeast Article 1,extinct,4,1932,0.002070393,2.708050201,0.005606729
Southeast Article 1,facts,4,1932,0.002070393,2.708050201,0.005606729
Southeast Article 1,found,4,1932,0.002070393,1.098612289,0.00227456
Southeast Article 1,getting,4,1932,0.002070393,1.32175584,0.002736555
Southeast Article 1,how,4,1932,0.002070393,0.405465108,0.000839472
Southeast Article 1,just,4,1932,0.002070393,0.510825624,0.00105761
Southeast Article 1,record,4,1932,0.002070393,0.916290732,0.001897082
Southeast Article 1,related,4,1932,0.002070393,1.32175584,0.002736555
Southeast Article 1,some,4,1932,0.002070393,0.405465108,0.000839472
Southeast Article 1,their,4,1932,0.002070393,0.143100844,0.000296275
Southeast Article 1,these,4,1932,0.002070393,0.628608659,0.001301467
Southeast Article 1,trend,4,1932,0.002070393,1.609437912,0.00333217
Southeast Article 1,who,4,1932,0.002070393,0.405465108,0.000839472
Southeast Article 1,wildfires,4,1932,0.002070393,1.609437912,0.00333217
Southeast Article 1,within,4,1932,0.002070393,1.609437912,0.00333217
Southeast Article 1,zones,4,1932,0.002070393,2.708050201,0.005606729
Southeast Article 10,by,4,890,0.004494382,0,0
Southeast Article 10,china,4,890,0.004494382,1.32175584,0.005940476
Southeast Article 10,district,4,890,0.004494382,2.014903021,0.009055744
Southeast Article 10,has,4,890,0.004494382,0.068992871,0.00031008
Southeast Article 10,no,4,890,0.004494382,0.762140052,0.003425349
Southeast Article 10,other,4,890,0.004494382,0.628608659,0.002825207
Southeast Article 10,out,4,890,0.004494382,0.510825624,0.002295846
Southeast Article 10,pandemic,4,890,0.004494382,2.014903021,0.009055744
Southeast Article 10,they,4,890,0.004494382,0.143100844,0.00064315
Southeast Article 10,threat,4,890,0.004494382,0.916290732,0.004118161
Southeast Article 10,world,4,890,0.004494382,0.510825624,0.002295846
Southeast Article 11,anderson,4,748,0.005347594,2.708050201,0.014481552
Southeast Article 11,bloom,4,748,0.005347594,2.708050201,0.014481552
Southeast Article 11,change,4,748,0.005347594,0,0
Southeast Article 11,more,4,748,0.005347594,0.143100844,0.000765245
Southeast Article 11,tampa,4,748,0.005347594,1.32175584,0.007068213
Southeast Article 11,what,4,748,0.005347594,0.405465108,0.002168263
Southeast Article 11,years,4,748,0.005347594,0.510825624,0.002731688
Southeast Article 12,actually,4,1147,0.003487358,0.916290732,0.003195434
Southeast Article 12,all,4,1147,0.003487358,0.510825624,0.001781432
Southeast Article 12,america,4,1147,0.003487358,1.609437912,0.005612687
Southeast Article 12,biden,4,1147,0.003487358,0.916290732,0.003195434
Southeast Article 12,by,4,1147,0.003487358,0,0
Southeast Article 12,climate,4,1147,0.003487358,0,0
Southeast Article 12,efficient,4,1147,0.003487358,2.014903021,0.007026689
Southeast Article 12,energy,4,1147,0.003487358,0.762140052,0.002657855
Southeast Article 12,got,4,1147,0.003487358,2.014903021,0.007026689
Southeast Article 12,governments,4,1147,0.003487358,1.32175584,0.004609436
Southeast Article 12,if,4,1147,0.003487358,0.310154928,0.001081621
Southeast Article 12,make,4,1147,0.003487358,0.223143551,0.000778182
Southeast Article 12,them,4,1147,0.003487358,0.762140052,0.002657855
Southeast Article 12,you,4,1147,0.003487358,0.510825624,0.001781432
Southeast Article 13,also,4,913,0.004381161,0.310154928,0.001358839
Southeast Article 13,because,4,913,0.004381161,0.916290732,0.004014417
Southeast Article 13,been,4,913,0.004381161,0.310154928,0.001358839
Southeast Article 13,from,4,913,0.004381161,0,0
Southeast Article 13,i've,4,913,0.004381161,1.609437912,0.007051207
Southeast Article 13,not,4,913,0.004381161,0.143100844,0.000626948
Southeast Article 13,places,4,913,0.004381161,2.708050201,0.011864404
Southeast Article 13,quick,4,913,0.004381161,2.708050201,0.011864404
Southeast Article 13,underestimate,4,913,0.004381161,2.708050201,0.011864404
Southeast Article 13,victoria,4,913,0.004381161,2.708050201,0.011864404
Southeast Article 13,waves,4,913,0.004381161,2.708050201,0.011864404
Southeast Article 13,we,4,913,0.004381161,0,0
Southeast Article 13,weather,4,913,0.004381161,0.510825624,0.002238009
Southeast Article 13,weaver,4,913,0.004381161,2.708050201,0.011864404
Southeast Article 13,would,4,913,0.004381161,0.762140052,0.003339058
Southeast Article 14,2014,4,671,0.005961252,1.609437912,0.009594265
Southeast Article 14,benefit,4,671,0.005961252,2.014903021,0.012011344
Southeast Article 14,called,4,671,0.005961252,1.098612289,0.006549105
Southeast Article 14,done,4,671,0.005961252,1.609437912,0.009594265
Southeast Article 14,invented,4,671,0.005961252,2.708050201,0.016143369
Southeast Article 14,it,4,671,0.005961252,0,0
Southeast Article 14,lot,4,671,0.005961252,1.098612289,0.006549105
Southeast Article 14,this,4,671,0.005961252,0.068992871,0.000411284
Southeast Article 14,to,4,671,0.005961252,0,0
Southeast Article 14,tweet,4,671,0.005961252,2.708050201,0.016143369
Southeast Article 14,tweeted,4,671,0.005961252,2.014903021,0.012011344
Southeast Article 14,very,4,671,0.005961252,0.916290732,0.00546224
Southeast Article 15,alarming,4,1985,0.002015113,2.014903021,0.004060258
Southeast Article 15,also,4,1985,0.002015113,0.310154928,0.000624997
Southeast Article 15,assumptions,4,1985,0.002015113,2.708050201,0.005457028
Southeast Article 15,claims,4,1985,0.002015113,1.32175584,0.002663488
Southeast Article 15,deaths,4,1985,0.002015113,1.32175584,0.002663488
Southeast Article 15,decades,4,1985,0.002015113,1.32175584,0.002663488
Southeast Article 15,die,4,1985,0.002015113,2.708050201,0.005457028
Southeast Article 15,diseases,4,1985,0.002015113,2.708050201,0.005457028
Southeast Article 15,does,4,1985,0.002015113,0.916290732,0.00184643
Southeast Article 15,don't,4,1985,0.002015113,0.762140052,0.001535799
Southeast Article 15,impacts,4,1985,0.002015113,1.098612289,0.002213828
Southeast Article 15,increase,4,1985,0.002015113,1.609437912,0.0032432
Southeast Article 15,life,4,1985,0.002015113,1.32175584,0.002663488
Southeast Article 15,living,4,1985,0.002015113,2.014903021,0.004060258
Southeast Article 15,many,4,1985,0.002015113,0.510825624,0.001029372
Southeast Article 15,no,4,1985,0.002015113,0.762140052,0.001535799
Southeast Article 15,or,4,1985,0.002015113,0.143100844,0.000288364
Southeast Article 15,out,4,1985,0.002015113,0.510825624,0.001029372
Southeast Article 15,over,4,1985,0.002015113,0.628608659,0.001266718
Southeast Article 15,recent,4,1985,0.002015113,1.098612289,0.002213828
Southeast Article 15,saharan,4,1985,0.002015113,2.708050201,0.005457028
Southeast Article 15,science,4,1985,0.002015113,0.510825624,0.001029372
Southeast Article 15,standard,4,1985,0.002015113,2.708050201,0.005457028
Southeast Article 15,sub,4,1985,0.002015113,2.708050201,0.005457028
Southeast Article 15,then,4,1985,0.002015113,0.762140052,0.001535799
Southeast Article 15,there,4,1985,0.002015113,0.510825624,0.001029372
Southeast Article 15,those,4,1985,0.002015113,0.916290732,0.00184643
Southeast Article 15,un's,4,1985,0.002015113,2.708050201,0.005457028
Southeast Article 15,world,4,1985,0.002015113,0.510825624,0.001029372
Southeast Article 15,year,4,1985,0.002015113,0.405465108,0.000817058
Southeast Article 15,years,4,1985,0.002015113,0.510825624,0.001029372
Southeast Article 2,have,4,700,0.005714286,0,0
Southeast Article 2,just,4,700,0.005714286,0.510825624,0.002919004
Southeast Article 2,misinformation,4,700,0.005714286,1.609437912,0.009196788
Southeast Article 2,need,4,700,0.005714286,0.762140052,0.004355086
Southeast Article 2,on,4,700,0.005714286,0,0
Southeast Article 2,only,4,700,0.005714286,0.510825624,0.002919004
Southeast Article 2,planet,4,700,0.005714286,0.916290732,0.005235947
Southeast Article 2,u.n,4,700,0.005714286,2.014903021,0.011513732
Southeast Article 2,us,4,700,0.005714286,0.510825624,0.002919004
Southeast Article 2,you're,4,700,0.005714286,2.708050201,0.015474573
Southeast Article 3,2030,4,768,0.005208333,2.014903021,0.010494287
Southeast Article 3,action,4,768,0.005208333,0.916290732,0.004772348
Southeast Article 3,at,4,768,0.005208333,0,0
Southeast Article 3,by,4,768,0.005208333,0,0
Southeast Article 3,decisions,4,768,0.005208333,2.014903021,0.010494287
Southeast Article 3,emissions,4,768,0.005208333,1.098612289,0.005721939
Southeast Article 3,his,4,768,0.005208333,0.628608659,0.003274003
Southeast Article 3,people,4,768,0.005208333,0.405465108,0.002111797
Southeast Article 3,responsible,4,768,0.005208333,2.014903021,0.010494287
Southeast Article 3,sharing,4,768,0.005208333,2.708050201,0.014104428
Southeast Article 3,their,4,768,0.005208333,0.143100844,0.000745317
Southeast Article 3,we,4,768,0.005208333,0,0
Southeast Article 3,wise,4,768,0.005208333,2.708050201,0.014104428
Southeast Article 3,you,4,768,0.005208333,0.510825624,0.00266055
Southeast Article 4,admitted,4,1151,0.003475239,2.708050201,0.009411121
Southeast Article 4,carbon,4,1151,0.003475239,0.762140052,0.002648619
Southeast Article 4,changing,4,1151,0.003475239,0.628608659,0.002184565
Southeast Article 4,environmental,4,1151,0.003475239,0.762140052,0.002648619
Southeast Article 4,from,4,1151,0.003475239,0,0
Southeast Article 4,global,4,1151,0.003475239,0.143100844,0.00049731
Southeast Article 4,hit,4,1151,0.003475239,1.098612289,0.00381794
Southeast Article 4,home,4,1151,0.003475239,1.32175584,0.004593417
Southeast Article 4,into,4,1151,0.003475239,0.628608659,0.002184565
Southeast Article 4,issue,4,1151,0.003475239,0.916290732,0.003184329
Southeast Article 4,its,4,1151,0.003475239,0.310154928,0.001077862
Southeast Article 4,out,4,1151,0.003475239,0.510825624,0.001775241
Southeast Article 4,petersburg's,4,1151,0.003475239,2.708050201,0.009411121
Southeast Article 4,reduce,4,1151,0.003475239,1.609437912,0.005593181
Southeast Article 4,sewer,4,1151,0.003475239,2.014903021,0.007002269
Southeast Article 4,single,4,1151,0.003475239,2.014903021,0.007002269
Southeast Article 4,that's,4,1151,0.003475239,0.916290732,0.003184329
Southeast Article 4,very,4,1151,0.003475239,0.916290732,0.003184329
Southeast Article 4,with,4,1151,0.003475239,0.223143551,0.000775477
Southeast Article 4,you,4,1151,0.003475239,0.510825624,0.001775241
Southeast Article 5,also,4,885,0.004519774,0.310154928,0.00140183
Southeast Article 5,are,4,885,0.004519774,0.143100844,0.000646783
Southeast Article 5,as,4,885,0.004519774,0.143100844,0.000646783
Southeast Article 5,extreme,4,885,0.004519774,1.32175584,0.005974038
Southeast Article 5,FALSE,4,885,0.004519774,1.32175584,0.005974038
Southeast Article 5,have,4,885,0.004519774,0,0
Southeast Article 5,its,4,885,0.004519774,0.310154928,0.00140183
Southeast Article 5,more,4,885,0.004519774,0.143100844,0.000646783
Southeast Article 5,or,4,885,0.004519774,0.143100844,0.000646783
Southeast Article 5,power,4,885,0.004519774,1.32175584,0.005974038
Southeast Article 5,some,4,885,0.004519774,0.405465108,0.001832611
Southeast Article 5,storm,4,885,0.004519774,1.609437912,0.007274296
Southeast Article 5,those,4,885,0.004519774,0.916290732,0.004141427
Southeast Article 5,was,4,885,0.004519774,0.143100844,0.000646783
Southeast Article 5,weather,4,885,0.004519774,0.510825624,0.002308816
Southeast Article 6,an,4,684,0.005847953,0.143100844,0.000836847
Southeast Article 6,bold,4,684,0.005847953,1.609437912,0.009411918
Southeast Article 6,carbon,4,684,0.005847953,0.762140052,0.004456959
Southeast Article 6,could,4,684,0.005847953,0.405465108,0.002371141
Southeast Article 6,flood,4,684,0.005847953,2.014903021,0.011783059
